Year,Measure,measureSubcategory,Demographic,DemographicBreakdown,OrganisationBreakdown,Datasource,OrgID,OrgName,MHSDS_Count,Total_Count,CrudeRate
2023/24,Detentions following use of Place of Safety Order,All,Ethnicity,White,ICB,MHSDS,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,150,150,9
2023/24,Detentions following use of Place of Safety Order,All,Ethnicity,White,ICB,MHSDS,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,65,65,6.7
2023/24,Detentions following use of Place of Safety Order,All,Ethnicity,White,ICB,MHSDS,QSL,NHS SOMERSET INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,All,Ethnicity,White,ICB,MHSDS,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,15,15,1.5
2023/24,Detentions following use of Place of Safety Order,All,Ethnicity,White,ICB,MHSDS,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,All,Ethnicity,White,ICB,MHSDS,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",55,55,3.7
2023/24,Detentions following use of Place of Safety Order,All,Ethnicity,White,ICB,MHSDS,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,All,Ethnicity,White,ICB,MHSDS,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,10,10,1.3
2023/24,Detentions following use of Place of Safety Order,All,Ethnicity,White,ICB,MHSDS,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",5,5,0.6
2023/24,Detentions following use of Place of Safety Order,All,Ethnicity,White,ICB,MHSDS,QVV,NHS DORSET INTEGRATED CARE BOARD,55,55,7.5
2023/24,Detentions following use of Place of Safety Order,All,Ethnicity,White,ICB,MHSDS,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,15,15,1.6
2023/24,Detentions following use of Place of Safety Order,All,Ethnicity,White,ICB,MHSDS,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,120,120,6.5
2023/24,Detentions following use of Place of Safety Order,All,Ethnicity,White,ICB,MHSDS,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,All,Ethnicity,White,ICB,MHSDS,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,20,20,2.2
2023/24,Detentions following use of Place of Safety Order,All,Ethnicity,White,ICB,MHSDS,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,135,135,5.8
2023/24,Detentions following use of Place of Safety Order,All,Ethnicity,White,ICB,MHSDS,UNKNOWN,UNKNOWN,40,40,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135 to 2,All,All,All submissions,MHSDS,All prov,All providers,441,441,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135 to 2,All,All,Independent Health Provider,MHSDS,All prov,All providers,15,15,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135 to 2,All,All,NHS Trust,MHSDS,All prov,All providers,426,426,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135 to 3,All,All,All submissions,MHSDS,All prov,All providers,107,107,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135 to 3,All,All,Independent Health Provider,MHSDS,All prov,All providers,4,4,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135 to 3,All,All,NHS Trust,MHSDS,All prov,All providers,103,103,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,All,All,All submissions,MHSDS,All prov,All providers,2925,2925,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,All,All,ICB,Both,All prov,All providers,2925,2925,5.2
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,All,All,ICB,MHSDS,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,20,20,1.2
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,All,All,ICB,MHSDS,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,115,115,8.3
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,All,All,ICB,MHSDS,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,All,All,ICB,MHSDS,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,10,10,0.8
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,All,All,ICB,MHSDS,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",130,130,12.8
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,All,All,ICB,MHSDS,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,155,155,11.3
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,All,All,ICB,MHSDS,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,275,275,9.1
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,All,All,ICB,MHSDS,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,50,50,4.7
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,All,All,ICB,MHSDS,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,30,30,3
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,All,All,ICB,MHSDS,QJK,NHS DEVON INTEGRATED CARE BOARD,40,40,3.2
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,All,All,ICB,MHSDS,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,20,20,2.6
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,All,All,ICB,MHSDS,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",75,75,6.6
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,All,All,ICB,MHSDS,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,75,75,4.2
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,All,All,ICB,MHSDS,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,105,105,5.6
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,All,All,ICB,MHSDS,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,85,85,5.6
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,All,All,ICB,MHSDS,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,110,110,5.4
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,All,All,ICB,MHSDS,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,55,55,3.9
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,All,All,ICB,MHSDS,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,65,65,6.2
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,All,All,ICB,MHSDS,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,65,65,5.7
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,All,All,ICB,MHSDS,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,40,40,5.2
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,All,All,ICB,MHSDS,QNX,NHS SUSSEX INTEGRATED CARE BOARD,60,60,3.5
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,All,All,ICB,MHSDS,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",30,30,5.8
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,All,All,ICB,MHSDS,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,55,55,1.9
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,All,All,ICB,MHSDS,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,155,155,9
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,All,All,ICB,MHSDS,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",10,10,1
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,All,All,ICB,MHSDS,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,50,50,6.3
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,All,All,ICB,MHSDS,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,20,20,3.1
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,All,All,ICB,MHSDS,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,195,195,10.6
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,All,All,ICB,MHSDS,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,200,200,9.5
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,All,All,ICB,MHSDS,QSL,NHS SOMERSET INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,All,All,ICB,MHSDS,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,25,25,2.1
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,All,All,ICB,MHSDS,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,All,All,ICB,MHSDS,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",85,85,4.7
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,All,All,ICB,MHSDS,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,All,All,ICB,MHSDS,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,15,15,1.6
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,All,All,ICB,MHSDS,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",5,5,0.5
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,All,All,ICB,MHSDS,QVV,NHS DORSET INTEGRATED CARE BOARD,50,50,6.4
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,All,All,ICB,MHSDS,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,40,40,2.7
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,All,All,ICB,MHSDS,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,170,170,7
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,All,All,ICB,MHSDS,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,All,All,ICB,MHSDS,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,25,25,2.4
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,All,All,ICB,MHSDS,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,150,150,5.9
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,All,All,ICB,MHSDS,UNKNOWN,UNKNOWN,65,65,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Asian or Asian British,ICB,MHSDS,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Asian or Asian British,ICB,MHSDS,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,10,10,12.6
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Asian or Asian British,ICB,MHSDS,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Asian or Asian British,ICB,MHSDS,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Asian or Asian British,ICB,MHSDS,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",10,10,6.5
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Asian or Asian British,ICB,MHSDS,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,30,30,7.9
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Asian or Asian British,ICB,MHSDS,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,10,10,9.9
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Asian or Asian British,ICB,MHSDS,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Asian or Asian British,ICB,MHSDS,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Asian or Asian British,ICB,MHSDS,QJK,NHS DEVON INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Asian or Asian British,ICB,MHSDS,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Asian or Asian British,ICB,MHSDS,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",10,10,4.6
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Asian or Asian British,ICB,MHSDS,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Asian or Asian British,ICB,MHSDS,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Asian or Asian British,ICB,MHSDS,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,5,5,4.2
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Asian or Asian British,ICB,MHSDS,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,15,15,2.5
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Asian or Asian British,ICB,MHSDS,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,5,5,2.6
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Asian or Asian British,ICB,MHSDS,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Asian or Asian British,ICB,MHSDS,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Asian or Asian British,ICB,MHSDS,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,10,10,7.6
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Asian or Asian British,ICB,MHSDS,QNX,NHS SUSSEX INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Asian or Asian British,ICB,MHSDS,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Asian or Asian British,ICB,MHSDS,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,5,5,1.3
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Asian or Asian British,ICB,MHSDS,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Asian or Asian British,ICB,MHSDS,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Asian or Asian British,ICB,MHSDS,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,5,5,14.2
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Asian or Asian British,ICB,MHSDS,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Asian or Asian British,ICB,MHSDS,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Asian or Asian British,ICB,MHSDS,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,30,30,4.8
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Asian or Asian British,ICB,MHSDS,QSL,NHS SOMERSET INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Asian or Asian British,ICB,MHSDS,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Asian or Asian British,ICB,MHSDS,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Asian or Asian British,ICB,MHSDS,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",5,5,2.9
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Asian or Asian British,ICB,MHSDS,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Asian or Asian British,ICB,MHSDS,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Asian or Asian British,ICB,MHSDS,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Asian or Asian British,ICB,MHSDS,QVV,NHS DORSET INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Asian or Asian British,ICB,MHSDS,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,5,5,2.2
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Asian or Asian British,ICB,MHSDS,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,25,25,6.7
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Asian or Asian British,ICB,MHSDS,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Asian or Asian British,ICB,MHSDS,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Asian or Asian British,ICB,MHSDS,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,5,5,7.2
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Asian or Asian British,ICB,MHSDS,UNKNOWN,UNKNOWN,10,10,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Black or Black British,ICB,MHSDS,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Black or Black British,ICB,MHSDS,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,5,5,14.7
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Black or Black British,ICB,MHSDS,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Black or Black British,ICB,MHSDS,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Black or Black British,ICB,MHSDS,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",15,15,22.2
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Black or Black British,ICB,MHSDS,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,40,40,30.8
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Black or Black British,ICB,MHSDS,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,5,5,18.3
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Black or Black British,ICB,MHSDS,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Black or Black British,ICB,MHSDS,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Black or Black British,ICB,MHSDS,QJK,NHS DEVON INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Black or Black British,ICB,MHSDS,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Black or Black British,ICB,MHSDS,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",5,5,13.4
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Black or Black British,ICB,MHSDS,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,35,35,10
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Black or Black British,ICB,MHSDS,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,10,10,17.6
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Black or Black British,ICB,MHSDS,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,10,10,18.2
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Black or Black British,ICB,MHSDS,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,30,30,10.9
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Black or Black British,ICB,MHSDS,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,10,10,5.4
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Black or Black British,ICB,MHSDS,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Black or Black British,ICB,MHSDS,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Black or Black British,ICB,MHSDS,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Black or Black British,ICB,MHSDS,QNX,NHS SUSSEX INTEGRATED CARE BOARD,5,5,23.4
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Black or Black British,ICB,MHSDS,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Black or Black British,ICB,MHSDS,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Black or Black British,ICB,MHSDS,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Black or Black British,ICB,MHSDS,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Black or Black British,ICB,MHSDS,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Black or Black British,ICB,MHSDS,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Black or Black British,ICB,MHSDS,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,5,5,19.1
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Black or Black British,ICB,MHSDS,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,60,60,28.2
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Black or Black British,ICB,MHSDS,QSL,NHS SOMERSET INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Black or Black British,ICB,MHSDS,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Black or Black British,ICB,MHSDS,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Black or Black British,ICB,MHSDS,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",5,5,10.5
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Black or Black British,ICB,MHSDS,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,*,*,NULL
